patent_id,sequence,disamb_inventor_id_20170808,disamb_inventor_id_20171003,disamb_inventor_id_20171226,disamb_inventor_id_20180528,disamb_inventor_id_20181127,disamb_inventor_id_20190312,disamb_inventor_id_20190820,disamb_inventor_id_20191008,disamb_inventor_id_20191231,disamb_inventor_id_20200331,disamb_inventor_id_20200630,disamb_inventor_id_20200929,disamb_inventor_id_20201229,disamb_inventor_id_20211230,disamb_inventor_id_20220630,disamb_inventor_id_20220929
4866977,0,3974679-1,3974679-1,3974679-1,3974679-1,3974679-1,3974679-1,3974679-1,3974679-1,3974679-1,3974679-1,3974679-1,4866977-1,fl:k_ln:nasser-3,fl:ka_ln:nasser-1,fl:ka_ln:nasser-1,fl:ka_ln:nasser-1
11428228,1,,,,,,,,,,,,,,,,fl:ma_ln:takano-5
10419488,2,,,,,,,,9430664-5,9430664-5,9430664-5,9430664-5,9430664-5,fl:n_ln:acharya-2,fl:na_ln:acharya-2,fl:na_ln:acharya-2,fl:na_ln:acharya-2
10978274,0,,,,,,,,,,,,,,fl:sh_ln:kubota-34,fl:sh_ln:kubota-32,fl:sh_ln:kubota-32
6453656,0,4122990-2,4122990-2,6453656-1,4122990-2,6453656-1,6453656-1,4122990-2,4122990-2,4122990-2,4122990-2,4122990-2,4122990-2,fl:n_ln:nakayama-25,fl:no_ln:nakayama-25,fl:no_ln:nakayama-23,fl:no_ln:nakayama-23
10643997,2,,,,,,,,,,,8278184-3,8278184-3,fl:s_ln:tsai-44,fl:sh_ln:tsai-101,fl:sh_ln:tsai-79,fl:sh_ln:tsai-71
D483558,0,D483558-1,D483558-1,D483558-1,D483558-1,D483558-1,D483558-1,D483558-1,D483558-1,D483558-1,D483558-1,6374468-3,D483558-1,fl:a_ln:tran-39,fl:an_ln:tran-39,fl:an_ln:tran-25,fl:an_ln:tran-20
7103400,1,4761544-1,4761544-1,4761544-1,4761544-1,10085723-1,4761544-1,4761544-1,4761544-1,4761544-1,4761544-1,4761544-1,4761544-1,fl:m_ln:poland-3,fl:mc_ln:poland-1,fl:mc_ln:poland-1,fl:mc_ln:poland-1
D590352,1,4207497-3,4207497-3,4207497-3,4207497-3,10123400-1,4207497-3,4207497-3,4207497-3,4207497-3,4207497-3,4207497-3,4207497-3,fl:j_ln:spira-6,fl:jo_ln:spira-2,fl:jo_ln:spira-2,fl:jo_ln:spira-2
5243208,1,4219369-4,4219369-4,4219369-4,4219369-4,4219369-4,4219369-4,4219369-4,4219369-4,4219369-4,4219369-4,4219369-4,4219369-4,fl:m_ln:iwabuchi-5,fl:ma_ln:iwabuchi-7,fl:ma_ln:iwabuchi-8,fl:ma_ln:iwabuchi-8
10928271,0,,,,,,,,,,,,,,fl:th_ln:winant-1,fl:th_ln:winant-1,fl:th_ln:winant-1
9530871,1,9443757-2,9443757-2,9443757-2,9443757-2,9443757-2,9443757-2,9443757-2,9443757-2,9443757-2,9443757-2,9443757-2,9443757-2,fl:j_ln:fang-68,fl:ji_ln:fang-24,fl:ji_ln:fang-57,fl:ji_ln:fang-64
5441590,0,5397828-1,5397828-1,5397828-1,5397828-1,5397828-1,5397828-1,5397828-1,5397828-1,5397828-1,5397828-1,5397828-1,5397828-1,fl:d_ln:ihm-2,fl:da_ln:ihm-2,fl:da_ln:ihm-2,fl:da_ln:ihm-2
4813415,1,3983866-2,3983866-2,4233979-1,3983866-2,3983866-2,3983866-2,3983866-2,3983866-2,3983866-2,3983866-2,3983866-2,3983866-2,fl:g_ln:naser-1,fl:ge_ln:naser-1,fl:ge_ln:naser-1,fl:ge_ln:naser-1
8337954,6,6670285-5,6670285-5,6670285-5,6670285-5,6670285-5,6670285-5,6670285-5,6670285-5,6670285-5,6670285-5,6670285-5,6670285-5,fl:t_ln:magbitang-1,fl:te_ln:magbitang-1,fl:te_ln:magbitang-1,fl:te_ln:magbitang-1
8353028,4,7526810-3,7526810-3,7526810-3,7526810-3,7526810-3,7526810-3,7526810-3,7526810-3,7526810-3,7526810-3,7526810-3,7526810-3,fl:k_ln:black-25,fl:ke_ln:black-20,fl:ke_ln:black-17,fl:ke_ln:black-17
6368831,0,6352844-1,6352844-1,6352844-1,6352844-1,6352844-1,6352844-1,6352844-1,6352844-1,6352844-1,6352844-1,6352844-1,6352844-1,fl:b_ln:maurer-5,fl:ba_ln:maurer-2,fl:ba_ln:maurer-1,fl:ba_ln:maurer-1
11074572,3,,,,,,,,,,,,,,fl:ge_ln:dicker-2,fl:ge_ln:dicker-2,fl:ge_ln:dicker-2
8074975,1,8074975-2,8074975-2,8074975-2,8074975-2,8074975-2,8074975-2,8074975-2,8074975-2,8074975-2,8074975-2,8074975-2,8074975-2,fl:j_ln:nemuth-1,fl:je_ln:nemuth-1,fl:je_ln:nemuth-1,fl:je_ln:nemuth-1
7122305,5,5789184-6,5789184-6,5789184-6,5789184-6,5789184-6,5789184-6,5789184-6,5789184-6,5789184-6,5789184-6,5789184-6,5789184-6,fl:j_ln:paul-86,fl:je_ln:paul-11,fl:je_ln:paul-12,fl:je_ln:paul-14
10331295,1,,,,,,,5999187-2,5999187-2,5999187-2,5999187-2,5999187-2,5999187-2,fl:j_ln:gass-5,fl:jo_ln:gass-4,fl:jo_ln:gass-4,fl:jo_ln:gass-4
10018208,2,,,,,10018208-3,10018208-3,10018208-3,10018208-3,10018208-3,10018208-3,10018208-3,10018208-3,fl:t_ln:gay-8,fl:te_ln:gay-1,fl:te_ln:gay-1,fl:te_ln:gay-1
11030929,0,,,,,,,,,,,,,,fl:an_ln:pradhan-3,fl:an_ln:pradhan-9,fl:an_ln:pradhan-9
7385348,0,5831284-1,4942601-1,5831284-1,5831284-1,10111567-3,5831284-1,5831284-1,5831284-1,5831284-1,5831284-1,5831284-1,5831284-1,fl:j_ln:park-335,fl:ja_ln:park-351,fl:ja_ln:park-163,fl:ja_ln:park-140
D888716,2,,,,,,,,,,,6122162-2,6122162-2,fl:m_ln:torii-9,fl:mu_ln:torii-1,fl:mu_ln:torii-2,fl:mu_ln:torii-2
11352694,1,,,,,,,,,,,,,,,fl:ka_ln:tsuruta-15,fl:ka_ln:tsuruta-15
10830086,1,,,,,,,,,,,,,fl:p_ln:duesler-2,fl:pa_ln:duesler-2,fl:pa_ln:duesler-2,fl:pa_ln:duesler-2
7958625,5,5406663-1,5430350-1,7012926-2,7958625-6,7012926-2,7012926-2,7012926-2,7012926-2,7012926-2,7012926-2,7012926-2,7012926-2,fl:k_ln:chen-191,fl:ku_ln:chen-182,fl:ku_ln:chen-216,fl:ku_ln:chen-211
8088097,0,6705990-2,6705990-2,6705990-2,6705990-2,6705990-2,6705990-2,6705990-2,6705990-2,6705990-2,6705990-2,6705990-2,6705990-2,fl:w_ln:markle-2,fl:wi_ln:markle-2,fl:wi_ln:markle-2,fl:wi_ln:markle-2
6940303,0,6940303-1,6940303-1,6940303-1,6940303-1,6940303-1,6940303-1,6940303-1,6940303-1,6940303-1,6940303-1,6940303-1,6940303-1,fl:r_ln:vargas-5,fl:ro_ln:vargas-1,fl:ro_ln:vargas-1,fl:ro_ln:vargas-1
4398955,2,3996059-2,3996059-2,3996059-2,3996059-2,3996059-2,3996059-2,3996059-2,3996059-2,3996059-2,3996059-2,3996059-2,3996059-2,fl:a_ln:topham-1,fl:ar_ln:topham-1,fl:ar_ln:topham-1,fl:ar_ln:topham-1
9918337,3,,,,8355424-1,10129065-3,8355424-1,8355424-1,8355424-1,8355424-1,8355424-1,8355424-1,8355424-1,fl:f_ln:xi-2,fl:fe_ln:xi-8,fl:fe_ln:xi-2,fl:fe_ln:xi-2
D593994,4,5555157-2,5555157-2,5555157-2,5555157-2,10001817-14,D366463-1,D366463-1,D366463-1,D366463-1,D366463-1,D366463-1,D366463-1,fl:j_ln:ive-2,fl:jo_ln:ive-8,fl:jo_ln:ive-3,fl:jo_ln:ive-3
9619042,6,8615108-2,8615108-2,8615108-2,8615108-2,8615108-2,8615108-2,8615108-2,8615108-2,8615108-2,8615108-2,8615108-2,8615108-2,fl:b_ln:hummel-7,fl:br_ln:hummel-3,fl:br_ln:hummel-3,fl:br_ln:hummel-3
4077976,0,3975434-1,3975434-1,3975434-1,3975434-1,3975434-1,3975434-1,3975434-1,3975434-1,3975434-1,3975434-1,3975434-1,3975434-1,fl:g_ln:bulteau-1,fl:ge_ln:bulteau-1,fl:ge_ln:bulteau-1,fl:ge_ln:bulteau-1
4679945,0,4679945-1,4679945-1,4679945-1,4679945-1,4679945-1,4679945-1,4679945-1,4679945-1,4679945-1,4679945-1,4679945-1,4679945-1,fl:m_ln:miyakawa-10,fl:ma_ln:miyakawa-11,fl:ma_ln:miyakawa-10,fl:ma_ln:miyakawa-10
7541367,6,7109220-3,7109220-3,7109220-3,7109220-3,7109220-3,7109220-3,7109220-3,7109220-3,7109220-3,7109220-3,7109220-3,7109220-3,fl:y_ln:lu-306,fl:ya_ln:lu-28,fl:ya_ln:lu-84,fl:ya_ln:lu-56
9128345,5,5602254-1,5602254-1,5602254-1,7688495-5,5602254-1,5602254-1,5602254-1,5602254-1,5602254-1,5602254-1,5602254-1,5602254-1,fl:g_ln:dozeman-1,fl:ga_ln:dozeman-2,fl:ga_ln:dozeman-1,fl:ga_ln:dozeman-1
6919253,2,4702781-2,4702781-2,4702781-2,4702781-2,4702781-2,4702781-2,4702781-2,4702781-2,4702781-2,4702781-2,4702781-2,4702781-2,fl:m_ln:kubo-31,fl:mi_ln:kubo-12,fl:mi_ln:kubo-12,fl:mi_ln:kubo-12
D622091,4,7278181-3,7278181-3,7278181-3,D534324-2,7278181-3,D534324-2,D534324-2,D534324-2,D534324-2,D534324-2,D534324-2,D534324-2,fl:g_ln:howes-2,fl:go_ln:howes-2,fl:go_ln:howes-1,fl:go_ln:howes-1
6554274,0,5806659-1,5806659-1,5806659-1,5806659-1,5806659-1,5806659-1,5806659-1,5806659-1,5806659-1,5806659-1,5806659-1,5806659-1,fl:n_ln:middelberg-1,fl:ne_ln:middelberg-1,fl:ne_ln:middelberg-1,fl:ne_ln:middelberg-1
7888559,0,6677504-1,6677504-1,6677504-1,6677504-1,6677504-1,6677504-1,6677504-1,6677504-1,6677504-1,6677504-1,6677504-1,6677504-1,fl:o_ln:da costa e silva-1,fl:os_ln:dacostaesilva-1,fl:os_ln:dacostaesilva-1,fl:os_ln:dacostaesilva-1
9678728,5,9678728-6,9678728-6,9678728-6,9678728-6,9678728-6,9678728-6,9678728-6,9678728-6,9678728-6,9678728-6,9678728-6,9678728-6,akjudryjx8g5labo62dzncg0f,akjudryjx8g5labo62dzncg0f,akjudryjx8g5labo62dzncg0f,akjudryjx8g5labo62dzncg0f
10202170,1,,,,,,8487763-2,8487763-2,8487763-2,8487763-2,8487763-2,8487763-2,8487763-2,fl:a_ln:viselli-1,fl:an_ln:viselli-1,fl:an_ln:viselli-1,fl:an_ln:viselli-1
11115824,1,,,,,,,,,,,,,,fl:su_ln:lingayat-1,fl:su_ln:lingayat-1,fl:su_ln:lingayat-1
4484822,0,4466746-1,4466746-1,4466746-1,4466746-1,4466746-1,4466746-1,4466746-1,4466746-1,4466746-1,4466746-1,4466746-1,4466746-1,fl:r_ln:hancock-5,fl:ro_ln:hancock-7,fl:ro_ln:hancock-7,fl:ro_ln:hancock-7
10524354,4,,,,,,,,,10123414-3,10123414-3,10123414-3,10123414-3,fl:i_ln:morita-6,fl:is_ln:morita-1,fl:is_ln:morita-3,fl:is_ln:morita-3
7958538,0,6987089-4,7051359-1,7051359-1,7051359-1,10003850-1,7051359-1,7051359-1,7051359-1,7051359-1,7051359-1,7051359-1,7051359-1,fl:j_ln:kim-2326,fl:ji_ln:kim-1347,fl:ji_ln:kim-431,fl:ji_ln:kim-591
5574005,2,5152932-2,5152932-2,5152932-2,5152932-2,5152932-2,5152932-2,5152932-2,5152932-2,5152932-2,5152932-2,5152932-2,5152932-2,fl:l_ln:hollihan-1,fl:le_ln:hollihan-1,fl:le_ln:hollihan-1,fl:le_ln:hollihan-1
8780897,2,7978704-1,7978704-1,7978704-1,7978704-1,7978704-1,7978704-1,7978704-1,7978704-1,7978704-1,7978704-1,7978704-1,7978704-1,fl:s_ln:sakakura-5,fl:sh_ln:sakakura-4,fl:sh_ln:sakakura-2,fl:sh_ln:sakakura-2
9082893,0,8765584-1,8765584-1,8765584-1,8765584-1,8765584-1,D703862-4,D703862-4,D703862-4,D703862-4,D703862-4,D703862-4,D703862-4,fl:y_ln:kadowaki-7,fl:yo_ln:kadowaki-2,fl:yo_ln:kadowaki-2,fl:yo_ln:kadowaki-2
7994824,0,7994824-1,7994824-1,7994824-1,7994824-1,10115835-2,7994824-1,7994824-1,7994824-1,7994824-1,7994824-1,7994824-1,7994824-1,fl:f_ln:marino-3,fl:fa_ln:marino-1,fl:fa_ln:marino-1,fl:fa_ln:marino-2
6076056,0,5604839-2,5604839-2,5829000-1,5829000-1,5829000-1,5829000-1,5829000-1,5829000-1,5829000-1,5829000-1,5829000-1,5829000-1,fl:x_ln:huang-17,fl:xu_ln:huang-34,fl:xu_ln:huang-4,fl:xu_ln:huang-4
D956198,1,,,,,,,,,,,,,,,fl:ru_ln:chen-48,fl:ru_ln:chen-57
8079938,0,7178190-1,7178190-1,7178190-1,7178190-1,7178190-1,7178190-1,7178190-1,7178190-1,7178190-1,7178190-1,7178190-1,7178190-1,fl:t_ln:jones-117,fl:te_ln:jones-19,fl:te_ln:jones-17,fl:te_ln:jones-17
8587685,2,7919703-4,7919703-4,7919703-4,7919703-4,7919703-4,7919703-4,7919703-4,7919703-4,7919703-4,7919703-4,7919703-4,7919703-4,fl:g_ln:lee-308,fl:gu_ln:lee-25,fl:gu_ln:lee-14,fl:gu_ln:lee-15
10200794,0,,,,,,6693572-1,6693572-1,6693572-1,6693572-1,6693572-1,6693572-1,6693572-1,fl:o_ln:oliaei-1,fl:om_ln:oliaei-1,fl:om_ln:oliaei-1,fl:om_ln:oliaei-1
11281561,0,,,,,,,,,,,,,,,fl:od_ln:ramraz-1,fl:od_ln:ramraz-1
D526971,0,4134056-2,6333522-1,4146527-6,4134056-2,4134056-2,4134056-2,4134056-2,4134056-2,4134056-2,4134056-2,4134056-2,4134056-2,fl:t_ln:inoue-209,fl:to_ln:inoue-88,fl:to_ln:inoue-69,fl:to_ln:inoue-69
5804657,1,4107013-3,4107013-3,4107013-3,4107013-3,4107013-3,4107013-3,4107013-3,4107013-3,4107013-3,4107013-3,4107013-3,4107013-3,fl:j_ln:erickson-11,fl:ja_ln:erickson-10,fl:ja_ln:erickson-5,fl:ja_ln:erickson-6
10428091,1,,,,,,,,9102768-5,9102768-5,9102768-5,9102768-5,9102768-5,fl:j_ln:barr-2,fl:ja_ln:barr-4,fl:ja_ln:barr-1,fl:ja_ln:barr-1
7054426,1,4670150-3,7054426-2,7054426-2,4670150-3,4670150-3,4670150-3,4670150-3,4670150-3,4670150-3,4670150-3,4670150-3,4670150-3,fl:r_ln:hagen-6,fl:ro_ln:hagen-4,fl:ro_ln:hagen-4,fl:ro_ln:hagen-4
9800844,2,,,4792935-4,4792935-4,4792935-4,4792935-4,4792935-4,4792935-4,4792935-4,4792935-4,4792935-4,4792935-4,fl:t_ln:matozaki-3,fl:to_ln:matozaki-2,fl:to_ln:matozaki-2,fl:to_ln:matozaki-2
7791208,0,4766481-2,4766481-2,4766481-2,4766481-2,10008411-1,4766481-2,4766481-2,4766481-2,4766481-2,4766481-2,4766481-2,4766481-2,fl:r_ln:bayerer-1,fl:re_ln:bayerer-1,fl:re_ln:bayerer-1,fl:re_ln:bayerer-1
8998032,1,7552843-2,7552843-2,7552843-2,7552843-2,10010684-3,7552843-2,7552843-2,7552843-2,7552843-2,7552843-2,7552843-2,7552843-2,fl:t_ln:ruan-5,fl:ti_ln:ruan-3,fl:ti_ln:ruan-3,fl:ti_ln:ruan-3
7093331,0,7093331-1,7093331-1,7093331-1,7093331-1,7093331-1,7093331-1,7093331-1,7093331-1,7093331-1,7093331-1,7093331-1,7093331-1,fl:e_ln:holmberg-1,fl:er_ln:holmberg-1,fl:er_ln:holmberg-6,fl:er_ln:holmberg-6
D597765,10,7158838-2,7158838-2,D584071-11,8943719-11,7639492-4,D584071-11,D584071-11,D584071-11,D584071-11,D584071-11,D584071-11,D584071-11,fl:t_ln:lee-392,fl:tr_ln:lee-8,fl:tr_ln:lee-8,fl:tr_ln:lee-8
D710501,2,4419842-1,6497822-3,6497822-3,4419842-1,4419842-1,4419842-1,4419842-1,4419842-1,4419842-1,4419842-1,4419842-1,4419842-1,fl:m_ln:paloian-1,fl:mi_ln:paloian-2,fl:mi_ln:paloian-2,fl:mi_ln:paloian-2
9492306,0,5228454-1,5228454-1,5228454-1,5228454-1,5228454-1,5228454-1,5228454-1,5228454-1,5228454-1,5228454-1,5228454-1,5228454-1,fl:s_ln:siegler-3,fl:so_ln:siegler-1,fl:so_ln:siegler-1,fl:so_ln:siegler-1
7395452,0,6167457-2,6167457-2,6167457-2,6167457-2,6167457-2,6167457-2,6167457-2,6167457-2,6167457-2,6167457-2,6167457-2,6167457-2,fl:c_ln:nicholson-15,fl:cl_ln:nicholson-1,fl:cl_ln:nicholson-1,fl:cl_ln:nicholson-1
11293039,2,,,,,,,,,,,,,,,fl:be_ln:martin-15,fl:be_ln:martin-15
11270417,0,,,,,,,,,,,,,,fl:ta_ln:pouli-2,fl:ta_ln:pouli-1,fl:ta_ln:pouli-1
8151740,1,8151740-2,8151740-2,8151740-2,8151740-2,10003239-2,8151740-2,8151740-2,8151740-2,8151740-2,8151740-2,8151740-2,8151740-2,fl:f_ln:codron-1,fl:fa_ln:codron-1,fl:fa_ln:codron-1,fl:fa_ln:codron-1
D573475,2,4789017-2,4789017-2,5073390-2,5073390-2,4789017-2,D276163-2,D276163-2,D276163-2,D276163-2,D276163-2,D276163-2,D276163-2,fl:d_ln:panasewicz-1,fl:da_ln:panasewicz-1,fl:da_ln:panasewicz-1,fl:da_ln:panasewicz-1
5258094,0,5258094-1,5258094-1,5258094-1,5258094-1,5258094-1,5258094-1,5258094-1,5258094-1,5258094-1,5258094-1,5258094-1,5258094-1,fl:s_ln:furui-13,zktemi2qd8lyqyur8r7i6okwo,zktemi2qd8lyqyur8r7i6okwo,zktemi2qd8lyqyur8r7i6okwo
5533367,0,5533367-1,5533367-1,5533367-1,5533367-1,5533367-1,5533367-1,5533367-1,5533367-1,5533367-1,5533367-1,5000386-1,5000386-1,fl:m_ln:lybarger-3,fl:mi_ln:lybarger-2,fl:mi_ln:lybarger-2,fl:mi_ln:lybarger-2
8767454,0,4917711-3,4917711-3,5751189-3,4917711-3,10008664-1,4917711-3,4917711-3,4917711-3,4917711-3,4917711-3,4917711-3,4917711-3,fl:j_ln:liu-688,fl:ju_ln:liu-216,fl:ju_ln:liu-136,fl:ju_ln:liu-132
8423058,2,8004529-1,8004529-1,8004529-1,8004529-1,10064026-7,8004529-1,8004529-1,8004529-1,8004529-1,8004529-1,8004529-1,8004529-1,fl:j_ln:wood-88,fl:ju_ln:wood-3,fl:ju_ln:wood-4,fl:ju_ln:wood-4
7251081,0,4051508-1,4051508-1,4051508-1,4051508-1,4051508-1,4051508-1,4051508-1,4051508-1,4051508-1,4051508-1,4051508-1,7251081-1,fl:s_ln:sato-82,fl:su_ln:sato-12,fl:su_ln:sato-7,fl:su_ln:sato-7
7090715,0,5698011-1,5698011-1,6743273-1,6743273-1,10058807-7,6743273-1,6743273-1,6743273-1,6743273-1,6743273-1,6743273-1,6743273-1,fl:h_ln:chung-112,fl:ho_ln:chung-58,fl:ho_ln:chung-60,fl:ho_ln:chung-60
7219646,0,6935298-1,6935298-1,6935298-1,6935298-1,6935298-1,6935298-1,6935298-1,6935298-1,6935298-1,6935298-1,6935298-1,7219646-1,fl:a_ln:ueshima-2,fl:at_ln:ueshima-1,fl:at_ln:ueshima-1,fl:at_ln:ueshima-1
7353132,1,7353132-2,7353132-2,7353132-2,7353132-2,7353132-2,7353132-2,7353132-2,7353132-2,7353132-2,7353132-2,7353132-2,7353132-2,fl:p_ln:rowston-2,a7ydfnrha661wz78ja47f3ckd,fl:pe_ln:rowston-1,fl:pe_ln:rowston-1
4310937,1,4138751-1,4138751-1,4138751-1,4138751-1,4138751-1,4138751-1,4138751-1,4138751-1,4138751-1,4138751-1,4138751-1,4254523-1,fl:j_ln:kentosh-1,fl:ja_ln:kentosh-1,fl:ja_ln:kentosh-1,fl:ja_ln:kentosh-1
7268112,1,6689747-2,6689747-2,6689747-2,6689747-2,6689747-2,6689747-2,6689747-2,6689747-2,6689747-2,6689747-2,6689747-2,6689747-2,fl:f_ln:okumu-1,fl:fr_ln:okumu-1,fl:fr_ln:okumu-1,fl:fr_ln:okumu-1
9992080,1,,,,,9686154-2,9686154-2,9686154-2,9686154-2,9686154-2,9686154-2,9686154-2,9686154-2,fl:t_ln:bergman-2,fl:th_ln:bergman-5,fl:th_ln:bergman-3,fl:th_ln:bergman-3
11160002,2,,,,,,,,,,,,,,fl:xi_ln:ke-17,fl:xi_ln:ke-23,fl:xi_ln:ke-24
9069380,0,8055307-1,8055307-1,8055307-1,8055307-1,8055307-1,D582398-4,D582398-4,D582398-4,D582398-4,D582398-4,D582398-4,D582398-4,fl:h_ln:rahman-4,fl:ho_ln:rahman-1,fl:ho_ln:rahman-1,fl:ho_ln:rahman-1
9425339,0,5575596-1,4511927-1,5856380-1,5575596-1,10056295-3,4325350-1,4325350-1,5575596-1,4325350-1,5575596-1,5575596-1,5575596-1,fl:m_ln:bauer-35,fl:mi_ln:bauer-26,fl:mi_ln:bauer-24,fl:mi_ln:bauer-24
6368123,0,6224398-1,6224398-1,6224398-1,6224398-1,6224398-1,6224398-1,6224398-1,6224398-1,6224398-1,6224398-1,6224398-1,6224398-1,fl:a_ln:uchiyama-10,fl:at_ln:uchiyama-4,fl:at_ln:uchiyama-3,fl:at_ln:uchiyama-3
9656696,0,9656696-1,9656696-1,9656696-1,9656696-1,9656696-1,9656696-1,9656696-1,9656696-1,9656696-1,9656696-1,9656696-1,9656696-1,fl:l_ln:de almeida-1,fl:lu_ln:dealmeida-1,fl:lu_ln:dealmeida-1,fl:lu_ln:dealmeida-1
6138074,2,6020846-1,6020846-1,6020846-1,6020846-1,6020846-1,6020846-1,6020846-1,6020846-1,6020846-1,6020846-1,6020846-1,6020846-1,fl:h_ln:beisner-1,fl:he_ln:beisner-1,fl:he_ln:beisner-1,fl:he_ln:beisner-1
5960005,3,4631366-5,4631366-5,4631366-5,4631366-5,4631366-5,4631366-5,4631366-5,4631366-5,4631366-5,4631366-5,4631366-5,4631366-5,fl:a_ln:serikawa-1,fl:at_ln:serikawa-1,fl:at_ln:serikawa-1,fl:at_ln:serikawa-1
9073624,1,6427857-4,6427857-4,6427857-4,6427857-4,10013885-1,6427857-4,5400684-1,5400684-1,5400684-1,3952231-2,5400684-1,5937028-2,fl:m_ln:duffy-18,fl:mi_ln:duffy-15,fl:mi_ln:duffy-11,fl:mi_ln:duffy-11
6539498,0,6539498-1,6539498-1,4652516-2,6539498-1,4652516-2,4652516-2,4652516-2,4652516-2,4652516-2,4652516-2,4652516-2,4652516-2,fl:s_ln:sato-149,fl:sh_ln:sato-72,fl:sh_ln:sato-55,fl:sh_ln:sato-55
7381283,2,4346330-1,4346330-1,7381283-3,7381283-3,7381283-3,7381283-3,7381283-3,7381283-3,7381283-3,7381283-3,7381283-3,7381283-3,fl:c_ln:lee-1077,fl:ch_ln:lee-1592,fl:ch_ln:lee-1105,fl:ch_ln:lee-1084
8487553,0,4275113-1,4275113-1,4901134-2,4275113-1,10091908-1,4275113-1,4275113-1,4275113-1,4275113-1,4275113-1,4275113-1,4275113-1,fl:o_ln:saito-2,fl:os_ln:saito-1,fl:os_ln:saito-1,fl:os_ln:saito-1
8972180,1,7180446-2,7180446-2,7180446-2,7180446-2,10003925-4,7180446-2,7180446-2,7180446-2,7180446-2,7180446-2,7180446-2,7180446-2,fl:z_ln:jia-29,fl:zh_ln:jia-99,fl:zh_ln:jia-31,fl:zh_ln:jia-41
5938657,1,5906609-2,5906609-2,5906609-2,5906609-2,5906609-2,5906609-2,5906609-2,5906609-2,5906609-2,5906609-2,5906609-2,5906609-2,fl:j_ln:rideout-7,fl:je_ln:rideout-1,fl:je_ln:rideout-1,fl:je_ln:rideout-1
7083971,0,6521602-4,6521602-4,6521602-4,6521602-4,6521602-4,6521602-4,6521602-4,6521602-4,6521602-4,6521602-4,6521602-4,6521602-4,fl:m_ln:mendez-12,fl:mi_ln:mendez-4,fl:mi_ln:mendez-4,fl:mi_ln:mendez-4
9287485,3,3986720-1,5082164-3,5082164-3,5082164-3,5082164-3,3986720-1,5082164-3,3986720-1,5082164-3,5082164-3,3986720-1,5082164-3,fl:b_ln:knudsen-2,fl:br_ln:knudsen-1,fl:br_ln:knudsen-1,fl:br_ln:knudsen-1
8591534,4,4909976-3,4909976-3,7828854-5,7828854-5,7828854-5,7828854-5,7828854-5,7828854-5,7828854-5,7828854-5,7828854-5,7828854-5,fl:g_ln:chen-11,fl:ga_ln:chen-14,fl:ga_ln:chen-1,fl:ga_ln:chen-1
7346481,2,7003751-6,7003751-6,7003751-6,7003751-6,7003751-6,7003751-6,7003751-6,7003751-6,7003751-6,7003751-6,7003751-6,7003751-6,fl:n_ln:shirazi-1,fl:na_ln:shirazi-1,fl:na_ln:shirazi-1,fl:na_ln:shirazi-1
4429458,0,3933485-1,3933485-1,3933485-1,3933485-1,3933485-1,3933485-1,3933485-1,3933485-1,3933485-1,3933485-1,3933485-1,3933485-1,fl:a_ln:shibata-21,fl:ak_ln:shibata-17,fl:ak_ln:shibata-15,fl:ak_ln:shibata-16
10728698,5,,,,,,,,,,,,,,fl:co_ln:cunningham-4,fl:co_ln:cunningham-2,fl:co_ln:cunningham-2
7821080,0,5485031-1,5485031-1,5485031-1,5485031-1,10002872-1,5485031-1,5485031-1,5485031-1,5485031-1,5485031-1,5485031-1,5485031-1,fl:g_ln:zhang-321,fl:gu_ln:zhang-405,fl:gu_ln:zhang-262,fl:gu_ln:zhang-277
5306169,2,5306169-3,5306169-3,5306169-3,5306169-3,5306169-3,5306169-3,5306169-3,5306169-3,5306169-3,5306169-3,5306169-3,5306169-3,fl:m_ln:henmi-3,fl:ma_ln:henmi-2,fl:ma_ln:henmi-2,fl:ma_ln:henmi-2
10676255,2,,,,,,,,,,,5949027-4,5949027-4,fl:j_ln:galten-1,fl:je_ln:galten-1,fl:je_ln:galten-1,fl:je_ln:galten-1
4922133,1,4819212-1,4819212-1,4819212-1,4819212-1,10091767-6,4819212-1,4819212-1,4819212-1,4819212-1,4819212-1,4819212-1,4831592-1,fl:h_ln:nakai-22,fl:hi_ln:nakai-32,fl:hi_ln:nakai-23,fl:hi_ln:nakai-36
9751030,0,,8449765-1,8449765-1,8449765-1,10080984-2,8449765-1,8449765-1,8449765-1,8449765-1,8449765-1,8449765-1,8449765-1,fl:m_ln:kreibig-1,fl:mi_ln:kreibig-1,fl:mi_ln:kreibig-1,fl:mi_ln:kreibig-1
9787703,3,,,9762600-4,9762600-4,9762600-4,9762600-4,9762600-4,9762600-4,9762600-4,9762600-4,5710703-2,9762600-4,fl:j_ln:merritt-19,fl:jo_ln:merritt-11,fl:jo_ln:merritt-10,fl:jo_ln:merritt-10
4216915,1,4216915-2,4216915-2,4216915-2,4216915-2,4216915-2,4216915-2,4216915-2,4216915-2,4216915-2,4216915-2,4216915-2,4216915-2,fl:p_ln:wachter-3,fl:pe_ln:wachter-1,fl:pe_ln:wachter-1,fl:pe_ln:wachter-1
5921658,1,4262327-4,4262327-4,4262327-4,4262327-4,4262327-4,4262327-4,4262327-4,4262327-4,4262327-4,4262327-4,4262327-4,4262327-4,fl:p_ln:blanch-1,fl:pa_ln:blanch-1,fl:pa_ln:blanch-1,fl:pa_ln:blanch-1
